run_id,compute_proc_type,primary_memory_size,index_type,num_docs_indexed,num_tokens_indexed,search_set_base_size,search_time
c0a4e230-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,1729598000
4902879e-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,665697000
49ec5e78-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,386444000
4a73eaa0-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1810754000
4cf1aa24-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1292310000
4eb82eaa-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,539371000
4f75d220-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1613354000
51ac84b2-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2422139000
55106704-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,516015000
55c893c4-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2173218000
58c57308-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1194854000
5b5c238c-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,692364000
5c4fb8c6-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,390013000
5cd90b08-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1835480000
5f5ed60a-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1308005000
612985ca-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,536493000
61e6293c-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1623694000
641fa66a-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2512177000
67c8096a-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,501216000
6878cc28-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2189556000
6b7f80ba-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1193534000
6e15cb36-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,680782000
6f055caa-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,384957000
6f8d5952-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1810013000
720d86d4-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1322896000
73e24b66-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,551805000
74a7fd2a-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1631751000
76e6a3f2-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2391032000
7a38763e-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,500074000
7ae86a6c-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2186433000
7ded18a2-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1196390000
80a34c60-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,713695000
819fcb16-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,408444000
8230120c-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1859584000
84bcca60-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1302980000
8686623e-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,544722000
874557b6-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1739836000
89c505ae-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2391843000
8d11fb72-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,498482000
8dc174bc-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2192333000
90c3a4b4-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1188930000
93559494-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,677808000
9443489c-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,397327000
94ce8c22-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1835298000
9753aa5e-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1289206000
9918902a-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,536474000
99d4dc4e-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1627152000
9c143626-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2403308000
9f61d770-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,501088000
a011bfd2-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2164887000
a30d705a-e305-11ef-b58b-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1209884000
a19836b4-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,704943000
a288ca2a-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,410229000
a316075a-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1905543000
a5a6aefc-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1435691000
a7be63a6-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,569947000
a894f592-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1696847000
aae7281a-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2482647000
ae3e699c-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,515395000
aef026aa-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2206258000
b1ee39d2-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1222333000
b484852a-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,687187000
b571f008-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,392251000
b5f90b4c-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1857908000
b87a62c6-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1375520000
ba6779c0-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,567758000
bb2f9450-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1648532000
bd68d006-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2449325000
c0b77050-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,511862000
c16896dc-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2264409000
c47432be-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1231037000
c732ae7c-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,701378000
c8285b1a-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,396042000
c8b183fe-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1901667000
cb47a76a-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1339212000
cd1a333c-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,551935000
cdd8d7ce-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1701656000
d0200f20-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2459913000
d3732086-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,520350000
d426d806-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2245043000
d7312600-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1249438000
d9db0452-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,709509000
dace946e-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,401429000
db583912-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1875802000
dddf9b44-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1328183000
dfa9d444-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,552060000
e068389e-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1666529000
e2a7329a-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2495099000
e5fd1a90-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,519687000
e6af2c6c-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2258756000
e9b51b42-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1218057000
ec4b04a2-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,697733000
ed3ac0fa-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,397903000
edc3ab04-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1932731000
f06d57ce-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1347809000
f24b09ec-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,555606000
f30d36ac-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1681833000
f55092ce-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2456334000
f8a09e60-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,507407000
f950213c-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,2262423000
fc5baad6-e306-11ef-a3e8-1e0031119062,Apple M1,8,Hash,122395,161209,19956,1216542000
6b5c99a4-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,394192000
6c199c5c-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,229557000
6c87a85a-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1078811000
6e8ab6ba-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,765162000
6ff986f2-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,316281000
70908af2-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,946218000
72569df4-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1441105000
751e46cc-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,292024000
75aa7ed0-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1287325000
7811e870-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,699018000
79d4d8c0-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,388776000
7a8f129e-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,231444000
7afd3922-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1063141000
7cfa4e86-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,745685000
7e5f7e18-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,306199000
7ef1f2fc-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,928366000
80ad34bc-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1391917000
8342d7a4-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,290894000
83cd32be-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1439949000
86ed5bb8-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,701799000
88c84268-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,397903000
89876a12-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,226387000
89f3874c-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1089899000
8bff77e4-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,800243000
8d814f02-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,311670000
8e16e198-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,941815000
8fd93e18-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1380367000
926f011c-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,286153000
92f90c68-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1271327000
955a717c-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,698504000
9722f146-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,389791000
97ddf720-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,223237000
9849d12a-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1117614000
9a6abd02-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,762507000
9bd5c7ae-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,312568000
9c6bd2ee-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,947869000
9e2f1820-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1412997000
a0d171a4-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,291785000
a15c4716-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1262740000
a3baa516-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,688183000
a577d5a4-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,384982000
a6311a5a-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,223459000
a69caa4a-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1115553000
a8bd3cd6-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,753314000
aa24ade8-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,311003000
aab94872-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,923909000
ac753c34-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1381138000
af0e1948-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,287336000
af97eec0-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,1276012000
b1fc7744-e307-11ef-b89b-1e0031119062,Apple M1,8,Array,122395,194634,19956,689178000
