run_id,compute_proc_type,primary_memory_size,index_type,num_docs_indexed,num_tokens_indexed,search_set_base_size,search_time
537136c8-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,988033000
548eb95e-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,556398000
552fa1d4-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,2650395000
582f4588-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,1905256000
5a5611b6-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,773423000
5b363476-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,2355983000
5de1d6a8-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,3455795000
61cca13a-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,723927000
629e01da-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,3243450000
665bdab8-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,1735705000
6a1100a2-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,977471000
6b2a77d4-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,570149000
6bce8d38-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,2649299000
6ecbbf92-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,1987520000
7124390e-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,792393000
723871f2-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,2343261000
74e2112e-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,3485185000
78d2c83c-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,728252000
79a55c52-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,3212788000
7d46d8b8-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,1776131000
81191f1e-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,1004156000
823a8d7e-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,571863000
82dfa412-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,2666526000
85e2c69e-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,1898683000
88070052-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,772678000
88e5c9d6-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,2333922000
8b8703da-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,3464763000
8f70891c-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,726259000
904159e8-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,3169281000
93d474fa-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,1765888000
97917bd8-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,972009000
98a95234-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,566164000
994c5ea2-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,2688165000
9c556724-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,1886586000
9e73a534-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,773686000
9f51f294-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,2345023000
a1f62aec-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,3458701000
a5dc701c-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,722485000
a6abd56e-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,3162083000
aa3cf000-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,1724628000
ade5cf38-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,988430000
af02d9f6-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,575907000
afa973a6-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,2647882000
b2a6b4f6-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,1880576000
b4c4ef14-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,777571000
b5a4e650-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,2378405000
b85837a8-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,3444640000
bc3a00f4-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,725358000
bd0add00-e303-11ef-9ea3-1e0031119062,Apple M1,8,BST,122395,194634,19956,3190431000
